ElapsedMillis,CoveringStepsInsideZone,NonCoveringStepsInsideZone,CoveringStepsOutsideZone,NonCoveringStepsOutsideZone,TestsCount,BranchesReleased,StatesCount,ErrorsCount,CoveringStatesCount
744,14,249,9,0,0,False,155,0,94
833,14,249,52,3,1,False,154,0,93
919,16,249,59,3,2,False,154,0,89
924,16,251,60,7,3,False,153,0,89
1009,16,251,63,7,3,False,153,0,89
1057,22,251,76,8,4,False,155,0,91
1082,24,251,79,60,5,False,156,0,91
1101,26,251,85,64,6,False,156,0,89
1122,26,253,92,166,7,False,153,0,89
1494,26,394,92,166,7,False,200,0,136
1544,31,411,98,167,8,False,205,0,142
1564,36,415,98,174,9,False,204,0,142
1578,42,419,100,181,10,False,207,0,146
1598,44,419,100,285,11,False,204,0,142
1601,46,419,100,285,12,False,203,0,142
1615,52,430,102,294,13,False,207,0,147
1659,59,430,117,341,14,False,210,1,146
1744,60,430,137,482,14,False,211,2,142
1813,66,455,137,808,15,False,206,3,147
1832,72,455,137,808,16,False,208,3,145
1843,74,455,137,808,17,False,207,3,142
1894,83,455,140,914,18,False,213,3,150
2014,86,480,141,929,18,False,232,3,162
2191,95,526,141,957,19,False,262,3,193
2235,99,526,141,1012,20,False,268,3,191
2240,101,526,141,1013,21,False,267,3,184
2244,101,526,141,1013,21,False,267,3,184
2351,101,526,169,1165,22,False,264,3,184
2409,104,526,176,1321,23,False,272,3,195
2421,106,526,178,1321,24,False,273,3,184
2498,106,526,179,1581,24,False,271,3,184
2550,113,530,184,1609,25,False,277,3,186
2579,115,530,184,1664,26,False,282,3,190
2585,116,530,184,1665,27,False,281,3,184
2775,120,530,292,1952,27,False,277,3,186
3057,120,530,330,1960,27,False,280,3,189
3160,122,530,330,1960,28,False,279,3,189
3167,124,530,330,1960,29,False,278,3,189
3174,125,530,330,1960,30,False,277,3,189
3199,134,534,330,1969,31,False,281,3,194
3236,136,534,330,2024,32,False,286,3,195
3243,138,534,330,2025,33,False,285,3,189
3260,138,534,330,2107,33,False,284,3,189
3353,140,536,330,2413,34,False,278,3,190
3360,142,536,330,2413,35,False,277,3,189
3366,144,536,330,2413,36,False,276,3,189
3494,170,694,366,2523,36,False,287,3,201
4260,170,1814,366,2953,36,False,343,3,257
4975,178,2638,366,3206,37,False,384,3,299
5037,179,2644,366,3207,38,False,383,3,299
5085,180,2650,366,3208,39,False,382,3,299
5133,182,2656,366,3209,40,False,381,3,299
5188,185,2662,371,3228,41,False,380,3,299
5246,188,2671,373,3230,42,False,378,3,299
5244,188,2671,373,3230,42,False,378,3,299
5302,194,2671,377,3230,43,False,377,3,299
5348,196,2671,377,3230,44,False,376,3,299
5611,200,2671,428,3331,45,False,402,3,327
5672,204,2671,428,3333,46,False,402,3,328
5748,210,2671,444,3385,47,False,402,3,329
5825,210,2671,445,3437,48,False,403,3,327
5881,210,2673,446,3437,49,False,402,3,327
5981,214,2677,450,3543,50,False,403,3,331
5996,214,2677,450,3543,50,False,403,3,328
6049,214,2677,450,3595,51,False,402,3,327
6159,220,2677,457,3815,52,False,402,3,331
6216,222,2677,457,3816,53,False,401,3,327
6262,222,2677,457,3816,53,False,401,3,328
6279,224,2677,457,3868,54,False,399,3,327
6423,228,2677,457,4008,55,False,405,3,335
6556,230,2677,488,4065,56,False,412,3,335
6595,237,2677,490,4065,57,False,411,3,327
6837,246,2677,564,4304,58,False,416,4,335
6867,246,2678,566,4304,59,False,415,4,327
6929,246,2681,566,4394,60,False,415,4,327
7057,262,2684,584,4619,61,False,410,6,330
7093,264,2687,590,4642,62,False,409,6,327
7206,265,2701,597,4788,63,False,408,7,328
7263,267,2712,597,4871,63,False,411,7,332
7264,267,2712,597,4874,64,False,410,7,331
7315,272,2714,597,4932,65,False,410,7,328
7395,281,2714,612,4996,66,False,415,7,334
7442,292,2725,636,5018,67,False,413,7,329
7497,298,2730,659,5051,67,False,418,7,332
