ElapsedMillis,CoveringStepsInsideZone,NonCoveringStepsInsideZone,CoveringStepsOutsideZone,NonCoveringStepsOutsideZone,TestsCount,BranchesReleased,StatesCount,ErrorsCount,CoveringStatesCount
265,4,0,0,0,0,False,66,0,4
496,8,18,30,2,0,False,81,0,16
518,8,18,30,2,1,False,81,0,16
591,11,18,31,2,2,False,82,0,18
631,12,18,33,32,3,False,83,0,16
652,13,18,38,32,4,False,83,0,16
657,13,19,40,34,5,False,82,0,16
678,13,19,44,89,6,False,80,0,16
761,13,63,44,89,6,False,101,0,37
796,16,80,47,90,7,False,108,0,45
814,19,83,47,94,8,False,107,0,45
835,23,86,48,98,9,False,110,0,49
859,24,86,48,158,10,False,107,0,45
860,25,86,48,158,11,False,106,0,45
874,29,94,49,163,12,False,110,0,50
904,32,94,59,189,13,False,114,0,50
996,32,94,59,189,13,False,116,0,45
1029,35,101,59,194,14,False,122,0,50
1043,38,101,59,194,15,False,124,0,48
1051,39,101,59,194,16,False,123,0,45
1090,44,101,61,227,17,False,130,0,53
1190,52,123,61,243,18,False,153,0,69
1225,53,123,61,275,19,False,159,0,67
1228,54,123,61,276,20,False,158,0,60
1246,55,123,65,301,20,False,158,0,61
1329,60,126,81,342,21,False,162,0,66
1353,61,126,81,374,22,False,167,0,64
1356,62,126,81,374,23,False,166,0,64
1419,64,126,85,435,24,False,166,0,66
1475,68,133,100,440,25,False,170,0,71
1496,70,133,117,443,25,False,171,0,68
1507,72,133,119,444,26,False,170,0,67
1517,75,133,119,445,27,False,174,0,72
1520,76,133,119,445,28,False,173,0,72
1521,77,133,119,445,29,False,172,0,72
1537,82,136,119,450,30,False,176,0,77
1571,83,136,119,482,31,False,181,0,72
1573,84,136,119,483,32,False,180,0,72
1595,85,137,119,525,33,False,179,0,73
1597,86,137,119,525,34,False,178,0,72
1717,87,137,119,706,35,False,171,0,72
1731,95,137,119,706,36,False,173,0,74
1746,95,151,119,712,36,False,174,0,74
2001,96,289,121,800,36,False,185,0,85
2246,96,445,121,856,36,False,198,0,98
2523,101,587,121,909,37,False,209,0,110
2527,102,591,121,910,38,False,208,0,110
2531,103,595,121,911,39,False,207,0,110
2536,104,599,121,912,40,False,206,0,110
2548,106,603,124,923,41,False,205,0,110
2557,108,609,125,925,42,False,203,0,110
2562,111,609,127,925,43,False,202,0,110
2565,112,609,127,925,44,False,201,0,110
2699,115,609,156,968,45,False,216,0,127
2709,117,609,156,970,46,False,216,0,128
2740,120,609,166,999,47,False,216,0,129
2747,120,609,166,999,47,False,216,0,127
2765,120,610,166,1030,48,False,216,0,127
2821,123,612,168,1090,49,False,217,0,131
2838,123,612,175,1115,50,False,216,0,127
2909,126,612,186,1233,51,False,216,0,131
2914,127,612,186,1234,52,False,215,0,127
2934,128,612,186,1268,53,False,213,0,127
2996,130,612,186,1342,54,False,219,0,135
2997,130,612,186,1342,54,False,219,0,127
3064,131,612,203,1374,55,False,226,0,127
3077,136,612,204,1374,56,False,225,0,127
3215,141,612,225,1469,57,False,231,0,135
3224,141,613,225,1471,58,False,230,0,127
3378,149,616,235,1650,59,False,225,2,130
3396,151,617,239,1665,60,False,224,2,127
3514,151,623,268,1723,61,False,223,3,128
3558,152,628,268,1774,62,False,225,3,131
3621,158,629,274,1811,63,False,229,3,133
3747,165,633,322,1867,63,False,239,3,141
3858,174,639,323,1916,64,False,258,3,162
3907,176,641,323,1969,65,False,259,3,158
3925,176,641,323,1998,66,False,258,3,156
3966,183,643,323,2034,67,False,259,3,159
4000,183,643,323,2104,67,False,257,3,156
4033,190,644,323,2107,68,False,258,3,158
4109,192,648,323,2211,69,False,261,3,162
4179,194,655,323,2271,70,False,267,3,164
4192,199,656,323,2272,71,False,266,3,158
4263,202,664,328,2348,71,False,268,3,159
4271,202,667,328,2350,72,False,267,3,158
4498,208,679,340,2572,72,False,276,5,167
4532,210,679,343,2619,73,False,275,6,167
4561,212,679,343,2658,74,False,274,7,167
4572,213,679,343,2658,75,False,274,7,167
4603,215,679,343,2689,76,False,274,7,168
4609,216,679,343,2689,77,False,273,7,167
4635,218,679,343,2718,78,False,273,7,168
4652,220,679,343,2731,79,False,272,7,167
4678,222,679,343,2761,80,False,272,7,168
4694,224,679,343,2774,81,False,271,7,167
4721,229,679,343,2805,82,False,269,7,167
4741,231,687,343,2807,83,False,267,8,167
4745,232,687,343,2807,84,False,266,8,167
4758,234,687,343,2807,85,False,266,8,168
4764,235,687,343,2807,86,False,265,8,167
4763,235,687,343,2807,85,False,266,8,168
4772,236,687,343,2807,87,False,264,8,167
4778,237,687,343,2807,88,False,263,8,167
4785,238,687,343,2807,89,False,262,8,167
4801,239,687,344,2810,90,False,262,8,167
4914,239,689,360,2819,91,False,264,8,167
4987,239,690,361,2895,92,False,263,8,167
5051,239,691,362,2970,93,False,261,8,167
5251,239,720,362,3004,93,False,277,8,181
