ElapsedMillis,CoveringStepsInsideZone,NonCoveringStepsInsideZone,CoveringStepsOutsideZone,NonCoveringStepsOutsideZone,TestsCount,BranchesReleased,StatesCount,ErrorsCount,CoveringStatesCount
263,4,0,0,0,0,False,64,0,2
291,4,0,0,0,1,False,63,0,1
495,4,0,0,0,1,False,63,0,0
747,4,0,0,0,1,False,63,0,0
1080,9,0,25,2,1,False,65,0,4
1166,9,0,72,6,2,False,64,0,3
1261,9,0,74,58,2,False,64,0,2
1495,9,0,77,58,2,False,65,0,2
1748,9,0,77,58,2,False,65,0,2
1947,11,0,122,116,3,False,69,0,2
1998,11,0,123,116,3,False,69,0,2
2042,13,0,124,168,4,False,71,0,3
2059,19,0,129,168,5,False,73,0,5
2075,19,0,129,220,6,False,72,0,4
2118,21,0,136,276,7,False,71,0,2
2123,21,2,136,280,8,False,70,0,2
2183,25,6,137,332,9,False,71,0,3
2212,33,7,137,384,10,False,71,0,3
2258,39,41,144,385,11,False,77,0,9
2270,39,50,144,385,12,False,77,0,5
2287,39,77,144,385,13,False,77,1,0
2325,39,127,144,401,14,False,89,1,0
2367,39,197,144,409,15,False,93,2,0
2380,39,215,144,409,16,False,93,3,0
2431,39,297,144,417,17,False,105,6,0
2467,39,333,144,434,18,False,113,6,0
2550,39,451,144,454,19,False,123,7,0
2565,39,460,144,454,20,False,123,7,0
2599,39,494,144,462,21,False,127,8,0
2622,39,512,144,462,22,False,127,9,0
2744,39,688,144,486,23,False,155,14,0
2749,39,688,144,486,23,False,155,14,0
2809,39,739,144,498,24,False,161,17,0
2841,39,771,144,514,25,False,169,17,0
2992,44,1015,150,531,26,False,176,24,0
3000,44,1015,150,531,26,False,176,24,0
3031,49,1019,150,538,27,False,175,24,0
3058,53,1023,150,545,28,False,175,24,1
3110,57,1023,150,545,29,False,175,24,1
3144,58,1023,150,597,30,False,175,24,1
3179,59,1023,152,649,31,False,174,24,0
3218,69,1038,154,656,32,False,174,25,1
3249,69,1039,154,700,32,False,175,25,0
3252,69,1039,154,708,33,False,174,25,0
3292,69,1047,154,764,34,False,175,25,2
3329,72,1049,154,816,35,False,174,26,1
3485,80,1059,189,1222,36,False,175,27,3
3511,83,1063,189,1222,37,False,175,27,2
3535,85,1064,189,1222,38,False,175,27,1
3555,87,1064,189,1222,39,False,174,27,0
3590,87,1064,189,1274,40,False,173,27,0
3631,87,1071,189,1328,41,False,174,27,0
3673,90,1072,189,1380,42,False,175,27,1
3729,94,1075,189,1486,43,False,175,27,2
3749,94,1075,189,1486,43,False,175,27,2
3750,94,1077,189,1486,44,False,174,27,2
3770,96,1077,189,1486,45,False,173,27,1
3808,98,1077,189,1538,46,False,173,27,1
3914,99,1077,193,1798,47,False,173,27,1
3942,102,1077,193,1798,48,False,173,27,1
4029,103,1085,193,1958,49,False,173,27,1
4057,103,1090,193,1958,50,False,173,27,0
4142,103,1096,193,2118,51,False,173,27,0
4174,103,1101,193,2118,52,False,173,27,0
4207,108,1111,193,2125,53,False,175,27,3
4233,114,1115,193,2125,54,False,174,27,0
4263,114,1121,193,2125,55,False,175,27,0
4302,119,1131,193,2177,56,False,174,27,0
4341,119,1131,193,2229,57,False,173,27,0
4384,119,1135,193,2283,58,False,173,27,0
4413,119,1147,193,2283,59,False,173,27,0
4452,119,1148,193,2335,60,False,173,27,0
4495,119,1155,193,2389,61,False,174,27,0
4550,121,1158,194,2493,62,False,175,27,1
4688,121,1158,223,2647,63,False,175,27,0
4768,121,1158,225,2659,63,False,176,27,0
4794,121,1158,225,2722,64,False,175,27,0
4865,123,1158,225,2932,65,False,175,27,0
4933,131,1162,230,3044,66,False,178,27,3
5015,133,1162,316,3047,66,False,178,27,3
5103,138,1162,351,3066,67,False,179,27,4
5218,138,1162,378,3121,68,False,180,27,5
5500,138,1162,406,3191,68,False,186,27,9
5684,152,1170,439,3207,69,False,186,27,10
5722,154,1176,439,3207,70,False,186,27,9
5771,154,1177,439,3259,71,False,186,27,9
5769,154,1177,439,3259,71,False,186,27,9
5835,154,1184,439,3313,72,False,187,27,9
5893,157,1192,439,3355,73,False,187,27,11
5925,159,1192,439,3355,74,False,186,27,11
5960,161,1192,439,3355,75,False,185,27,11
5992,162,1192,439,3355,76,False,184,27,11
6029,166,1192,439,3355,77,False,184,27,12
6074,174,1196,439,3362,78,False,186,27,14
6108,176,1196,439,3362,79,False,185,27,13
6152,176,1196,439,3414,80,False,184,27,12
6208,179,1198,439,3468,81,False,185,27,13
6253,179,1198,439,3520,82,False,184,27,12
6252,179,1198,439,3520,82,False,184,27,12
6364,179,1198,439,3650,83,False,184,27,11
6422,181,1198,439,3756,84,False,184,27,11
6476,182,1198,439,3860,85,False,183,27,12
6516,184,1198,439,3908,85,False,184,27,13
6518,184,1198,439,3912,86,False,183,27,12
6550,192,1198,439,3912,87,False,183,27,12
6587,194,1224,439,3919,88,False,183,27,12
6750,195,1431,442,4027,88,False,183,34,12
7192,195,2079,442,4262,88,False,183,58,12
7275,195,2079,442,4262,88,False,183,58,12
7751,195,2943,442,4485,88,False,183,90,12
9003,195,4671,442,4900,88,False,183,154,12
9288,195,4671,442,4900,88,False,183,154,12
9503,195,4671,442,4900,88,False,183,154,12
9754,195,4671,442,4900,88,False,183,154,12
9800,203,4671,442,4901,89,False,182,154,12
9839,204,4677,442,4902,90,False,181,154,12
9884,205,4683,442,4903,91,False,180,154,12
9930,207,4689,442,4904,92,False,179,154,12
9984,210,4695,447,4923,93,False,178,154,12
10006,210,4695,447,4923,93,False,178,154,12
10036,210,4704,447,4925,94,False,177,154,12
10089,213,4704,449,4925,95,False,176,154,12
10137,219,4704,453,4925,96,False,175,154,12
10180,221,4704,453,4925,97,False,174,154,12
10241,223,4704,453,4977,98,False,174,154,13
10255,223,4704,453,4977,98,False,174,154,12
10361,223,4704,470,5031,99,False,174,154,12
10507,225,4704,555,5120,100,False,176,155,12
10522,225,4704,555,5120,100,False,176,155,12
10590,225,4706,557,5124,101,False,176,155,12
10614,225,4708,561,5126,102,False,176,155,12
10671,227,4708,566,5171,103,False,175,155,12
10736,229,4708,566,5223,104,False,175,155,13
10793,231,4708,566,5225,105,False,174,155,12
10855,233,4708,566,5277,106,False,174,155,13
10925,237,4708,583,5277,107,False,176,155,15
10984,237,4708,583,5329,108,False,175,155,12
11043,237,4710,584,5329,109,False,174,155,12
11118,239,4712,584,5433,110,False,173,155,13
11209,240,4714,587,5494,111,False,175,155,15
11257,240,4714,587,5494,111,False,175,155,13
11315,241,4714,595,5598,112,False,172,155,12
11423,243,4714,595,5650,113,False,172,155,13
11617,247,4714,595,5652,114,False,172,155,13
11897,249,4714,595,5707,115,False,173,155,14
11890,249,4714,595,5707,115,False,173,155,14
12122,251,4714,595,5759,116,False,173,155,13
12329,253,4714,595,5814,117,False,173,155,13
12421,255,4714,595,5878,118,False,175,155,13
12746,262,4714,615,6169,119,False,180,155,15
12835,264,4714,621,6221,120,False,180,156,15
12909,266,4714,627,6274,121,False,180,157,15
12992,268,4716,627,6365,122,False,182,157,17
13069,269,4716,627,6421,123,False,182,157,14
13057,269,4716,627,6421,123,False,182,157,14
13123,269,4717,650,6432,124,False,181,157,14
13170,269,4718,650,6434,125,False,180,157,14
13221,269,4719,650,6468,126,False,179,157,14
13299,288,4725,672,6513,127,False,181,157,17
13319,288,4725,672,6513,127,False,181,157,14
13350,288,4727,672,6513,128,False,180,157,14
13489,288,4741,679,6681,129,False,179,158,14
13529,288,4743,679,6681,130,False,178,158,14
13589,290,4745,679,6733,131,False,178,158,15
13635,293,4749,679,6735,132,False,178,158,14
13738,302,4752,683,6901,133,False,179,158,16
13793,302,4752,683,6953,134,False,178,158,15
13909,302,4752,686,7028,135,False,178,158,14
14069,307,4752,702,7191,136,False,180,158,17
14067,307,4752,702,7191,136,False,180,158,17
14208,318,4754,704,7312,137,False,181,158,19
14277,320,4754,716,7370,138,False,181,158,19
14378,331,4758,744,7428,139,False,183,158,18
14452,335,4758,745,7496,140,False,184,158,19
14615,339,4759,841,7696,141,False,183,160,19
14680,341,4759,841,7749,142,False,183,160,19
14882,343,4769,841,8072,143,False,186,162,19
14938,345,4769,841,8125,144,False,186,162,19
15027,345,4771,841,8248,145,False,186,162,18
15079,345,4771,841,8259,145,False,187,162,18
15148,347,4771,841,8366,146,False,187,162,19
15202,349,4771,841,8419,147,False,187,162,19
15312,356,4779,841,8648,148,False,186,162,18
15369,358,4779,841,8710,149,False,186,162,19
15423,360,4779,841,8763,150,False,186,162,19
15475,360,4781,841,8813,151,False,185,162,18
15541,362,4781,841,8875,152,False,185,162,19
15600,364,4781,841,8928,153,False,185,162,19
15659,373,4785,841,8983,154,False,184,162,18
15725,375,4785,841,9045,155,False,184,162,19
15788,377,4785,841,9098,156,False,184,162,19
15819,377,4785,841,9098,156,False,184,162,19
15828,386,4787,841,9099,157,False,183,162,18
15890,388,4787,841,9161,158,False,183,162,19
15947,390,4787,841,9214,159,False,183,162,19
16004,399,4798,841,9269,160,False,183,162,18
16180,399,4810,841,9569,161,False,183,162,18
16253,401,4810,841,9632,162,False,185,162,19
16310,403,4810,841,9685,163,False,185,162,19
16377,412,4816,841,9740,164,False,185,162,18
16439,412,4829,841,9797,165,False,185,162,18
16554,412,4831,841,9852,165,False,184,162,18
16879,420,4884,845,10391,166,False,189,166,25
17070,422,4884,847,10856,167,False,186,169,19
17070,422,4884,847,10856,167,False,186,169,19
17307,426,4887,847,11155,168,False,184,172,19
