ElapsedMillis,CoveringStepsInsideZone,NonCoveringStepsInsideZone,CoveringStepsOutsideZone,NonCoveringStepsOutsideZone,TestsCount,BranchesReleased,StatesCount,ErrorsCount,CoveringStatesCount
260,4,0,0,0,1,False,63,0,1
276,4,0,0,0,1,False,63,0,0
492,11,1,25,2,1,False,64,0,2
562,11,4,73,6,2,False,65,0,3
588,13,4,73,58,3,False,65,0,1
743,13,4,78,110,3,False,66,0,0
922,15,4,123,168,4,False,70,0,0
1008,15,4,125,168,4,False,72,0,0
1013,15,6,126,172,5,False,72,0,0
1076,17,8,146,324,6,False,72,0,1
1092,23,8,151,324,7,False,74,0,3
1119,23,8,151,376,8,False,73,0,2
1144,25,8,157,433,9,False,72,0,0
1174,33,11,157,489,10,False,71,0,3
1220,39,45,164,490,11,False,77,0,9
1225,39,54,164,490,12,False,77,0,5
1242,39,81,164,490,13,False,77,1,0
1243,39,81,164,490,13,False,77,1,0
1499,39,484,164,566,13,False,125,9,0
1525,44,522,170,572,14,False,127,10,0
1537,49,526,170,579,15,False,126,10,0
1543,53,530,170,586,16,False,126,10,1
1546,57,530,170,586,17,False,126,10,1
1556,58,530,170,638,18,False,126,10,1
1567,59,530,172,690,19,False,125,10,0
1583,69,545,174,697,20,False,125,11,1
1619,72,556,174,857,21,False,125,12,1
1728,80,566,197,1275,22,False,126,13,3
1732,83,570,197,1275,23,False,126,13,2
1735,85,571,197,1275,24,False,126,13,1
1737,87,571,197,1275,25,False,125,13,0
1743,87,571,197,1310,25,False,125,13,0
1787,90,579,197,1433,26,False,126,13,1
1813,96,584,197,1539,27,False,124,13,1
1826,98,584,197,1591,28,False,124,13,1
1900,99,584,201,1851,29,False,124,13,1
1905,102,584,201,1851,30,False,124,13,1
1956,103,592,201,2011,31,False,124,13,1
1993,103,599,201,2127,31,False,125,13,0
2087,108,622,201,2338,32,False,127,13,3
2093,114,626,201,2338,33,False,126,13,0
2112,119,642,201,2390,34,False,126,13,0
2214,121,669,202,2706,35,False,127,13,1
2243,121,669,210,2812,35,False,128,13,0
2303,121,669,231,2860,36,False,127,13,0
2357,121,669,233,2935,37,False,127,13,0
2418,123,669,233,3145,38,False,127,13,0
2449,131,673,237,3256,39,False,129,13,3
2522,133,673,345,3259,39,False,129,13,3
2571,138,673,358,3278,40,False,130,13,4
2650,138,673,385,3333,41,False,131,13,5
2744,138,673,413,3403,41,False,137,13,9
3003,140,673,413,3403,42,False,136,13,9
3012,141,673,413,3403,42,False,136,13,10
3013,142,673,413,3403,43,False,135,13,9
3021,143,673,413,3403,44,False,134,13,9
3034,147,673,413,3403,45,False,134,13,10
3055,155,677,413,3410,46,False,136,13,12
3064,157,677,413,3410,47,False,135,13,11
3085,157,677,413,3462,48,False,134,13,10
3112,160,679,413,3516,49,False,135,13,11
3128,160,679,413,3568,50,False,134,13,10
3245,162,679,413,3804,50,False,135,13,10
3245,162,679,413,3804,51,False,134,13,9
3277,163,679,413,3908,52,False,133,13,10
3294,165,679,413,3960,53,False,133,13,10
3305,173,679,413,3960,54,False,133,13,10
3322,181,699,413,3967,55,False,133,13,10
3495,195,1028,449,4103,55,False,133,25,10
3760,195,1541,449,4277,55,False,133,44,10
4245,195,2405,449,4500,55,False,133,76,10
4869,203,3387,449,4723,56,False,132,113,10
4898,204,3393,449,4724,57,False,131,113,10
4921,205,3399,449,4725,58,False,130,113,10
4947,207,3405,449,4726,59,False,129,113,10
4972,210,3411,454,4745,60,False,128,113,10
4997,213,3420,456,4747,61,False,126,113,10
5022,219,3420,460,4747,62,False,125,113,10
5043,221,3420,460,4747,63,False,124,113,10
5081,223,3420,460,4799,64,False,124,113,11
5144,223,3420,477,4853,65,False,124,113,10
5276,226,3420,567,4987,66,False,126,114,11
5308,228,3420,567,5039,67,False,126,114,12
5335,230,3420,567,5041,68,False,125,114,11
5371,232,3420,567,5093,69,False,125,114,12
5408,236,3420,584,5093,70,False,127,114,14
5441,236,3420,584,5145,71,False,126,114,11
5468,236,3422,585,5145,72,False,125,114,11
5507,238,3424,585,5249,73,False,124,114,12
5517,238,3424,585,5249,73,False,124,114,12
5570,239,3426,588,5310,74,False,126,114,14
5592,240,3426,589,5421,75,False,123,114,11
5634,242,3426,589,5473,76,False,123,114,12
5668,246,3426,589,5475,77,False,123,114,12
5709,248,3426,589,5530,78,False,124,114,13
5736,250,3426,589,5531,79,False,123,114,11
5779,252,3426,589,5635,80,False,122,114,12
5817,254,3426,589,5690,81,False,122,114,12
5860,256,3426,589,5754,82,False,124,114,12
5998,261,3426,606,5965,82,False,129,114,13
6180,269,3426,611,6266,83,False,129,116,14
6225,271,3426,617,6318,84,False,129,117,14
6277,273,3426,623,6371,85,False,129,118,14
6336,275,3428,623,6462,86,False,131,118,16
6381,276,3428,623,6518,87,False,131,118,13
6417,276,3429,646,6529,88,False,130,118,13
6441,276,3430,646,6531,89,False,129,118,13
6508,295,3437,668,6610,90,False,130,118,16
6615,297,3457,675,6830,91,False,127,119,14
6638,300,3461,675,6832,92,False,127,119,13
6700,307,3466,679,6998,93,False,128,119,15
6725,307,3466,679,7050,94,False,127,119,14
6751,307,3466,682,7056,94,False,128,119,13
6800,307,3466,682,7125,95,False,127,119,13
6891,312,3466,699,7287,96,False,129,119,16
6961,324,3468,701,7346,97,False,130,119,17
6980,325,3480,701,7348,98,False,129,119,16
7059,340,3493,701,7420,99,False,131,119,19
7095,342,3493,713,7478,100,False,131,119,19
7147,353,3497,741,7536,101,False,133,119,18
7185,357,3507,742,7614,102,False,134,119,19
7248,359,3508,838,7669,102,False,134,120,19
7309,361,3508,838,7814,103,False,133,121,19
7344,363,3508,838,7867,104,False,133,121,19
7449,365,3516,838,8103,105,False,135,123,19
7472,367,3516,838,8156,106,False,135,123,19
7588,369,3518,838,8358,107,False,136,123,19
7612,371,3518,838,8411,108,False,136,123,19
7704,378,3526,838,8640,109,False,135,123,18
7740,380,3526,838,8702,110,False,135,123,19
7764,382,3526,838,8747,110,False,136,123,20
7766,382,3526,838,8755,111,False,135,123,19
7805,384,3528,838,8867,112,False,134,123,19
7838,386,3528,838,8920,113,False,134,123,19
7864,395,3532,838,8975,114,False,133,123,18
7894,397,3532,838,9037,115,False,133,123,19
7918,399,3532,838,9090,116,False,133,123,19
7933,408,3534,838,9091,117,False,132,123,18
7960,410,3534,838,9153,118,False,132,123,19
7992,412,3534,838,9206,119,False,132,123,19
7999,412,3534,838,9206,119,False,132,123,18
8033,421,3545,838,9261,120,False,132,123,18
8126,423,3557,838,9507,121,False,133,123,19
8159,425,3557,838,9560,122,False,133,123,19
8191,434,3563,838,9615,123,False,133,123,18
8264,434,3578,838,9727,123,False,132,123,18
8499,442,3618,842,10120,123,False,136,126,24
8551,444,3631,842,10276,124,False,138,127,27
8688,448,3634,842,10575,125,False,136,130,27
8726,452,3634,845,10638,126,False,135,131,27
8750,454,3634,845,10691,126,False,134,132,26
8751,454,3634,845,10694,127,False,133,132,25
8994,464,3635,847,11607,128,False,127,139,18
9023,464,3646,849,11612,129,False,127,139,17
9063,465,3646,851,11664,130,False,128,139,18
9078,466,3646,851,11664,131,False,127,139,17
9114,467,3646,851,11716,132,False,127,139,18
9133,470,3646,851,11716,133,False,127,139,18
9149,472,3646,851,11716,134,False,126,139,17
9180,473,3646,851,11768,135,False,126,139,18
9201,477,3646,851,11791,136,False,126,139,18
9219,479,3646,851,11791,137,False,125,139,17
9245,480,3646,851,11843,138,False,125,139,18
9271,484,3646,851,11866,139,False,125,139,18
9287,486,3646,851,11866,140,False,124,139,17
9302,494,3646,851,11867,141,False,123,139,17
9317,498,3658,851,11869,142,False,121,140,17
9332,499,3658,851,11869,143,False,120,140,17
9351,503,3658,851,11869,144,False,120,140,18
9366,505,3658,851,11869,145,False,119,140,17
9382,507,3658,851,11869,146,False,118,140,17
9399,509,3658,851,11869,147,False,117,140,17
9413,511,3658,851,11869,148,False,116,140,17
9438,511,3660,851,11882,149,False,115,140,17
9499,511,3660,851,11941,149,False,114,140,17
9599,511,3664,851,12201,150,False,110,140,17
10499,511,4492,851,12410,150,False,222,160,17
